scenario,case,case_label,year,inv_bn,depreciation_bn,opening_rab_bn,closing_rab_bn,wacc_times_rab_bn,opex_bn,total_cost_bn,demand_twh,system_avg_ct_per_kwh,system_avg_eur_per_mwh,system_avg_eur_per_kwh
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2026,23.0000,6.5799,219.3307,235.7508,11.0543,16.6400,34.2742,554.0693,6.1859,61.8590,0.0619
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2027,23.0000,7.0725,235.7508,251.6782,11.8818,17.1800,36.1344,578.1386,6.2501,62.5012,0.0625
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2028,30.0000,7.5503,251.6782,274.1279,12.6846,17.7300,37.9649,602.2079,6.3043,63.0429,0.0630
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2029,30.0000,8.2238,274.1279,295.9041,15.0770,18.2700,41.5709,626.2772,6.6378,66.3777,0.0664
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2030,34.0000,8.8771,295.9041,321.0269,16.2747,18.8200,43.9718,650.3465,6.7613,67.6129,0.0676
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2031,34.0000,9.6308,321.0269,345.3961,17.6565,19.3600,46.6473,680.2868,6.8570,68.5700,0.0686
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2032,34.0000,10.3619,345.3961,369.0342,18.9968,19.9100,49.2687,710.2271,6.9370,69.3703,0.0694
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2033,34.0000,11.0710,369.0342,391.9632,20.2969,20.4500,51.8179,740.1674,7.0008,70.0084,0.0700
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2034,34.0000,11.7589,391.9632,414.2043,21.5580,21.0000,54.3169,770.1077,7.0532,70.5315,0.0705
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2035,34.0000,12.4261,414.2043,435.7782,22.7812,21.5500,56.7574,800.0479,7.0942,70.9425,0.0709
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2036,34.0000,13.0733,435.7782,456.7048,23.9678,22.0900,59.1311,829.9882,7.1243,71.2434,0.0712
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2037,34.0000,13.7011,456.7048,477.0037,25.1188,22.6400,61.4599,859.9285,7.1471,71.4710,0.0715
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2038,24.0000,14.3101,477.0037,486.6936,26.2352,23.1800,63.7253,889.8688,7.1612,71.6120,0.0716
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2039,24.0000,14.6008,486.6936,496.0928,26.7681,23.7300,65.0990,919.8091,7.0774,70.7744,0.0708
Build,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2040,24.0000,14.8828,496.0928,505.2100,27.2851,24.2700,66.4379,949.7493,6.9953,69.9531,0.0700
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2026,23.0000,6.5799,219.3307,235.7508,11.0543,16.6400,34.2742,554.0693,6.1859,61.8590,0.0619
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2027,23.0000,7.0725,235.7508,251.6782,11.8818,17.1800,36.1344,578.1386,6.2501,62.5012,0.0625
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2028,30.0000,7.5503,251.6782,274.1279,12.6846,17.7300,37.9649,602.2079,6.3043,63.0429,0.0630
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2029,30.0000,8.2238,274.1279,295.9041,15.0770,18.2700,41.5709,626.2772,6.6378,66.3777,0.0664
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2030,34.0000,8.8771,295.9041,321.0269,16.2747,18.8200,43.9718,650.3465,6.7613,67.6129,0.0676
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2031,34.0000,9.6308,321.0269,345.3961,17.6565,19.3600,46.6473,680.2868,6.8570,68.5700,0.0686
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2032,34.0000,10.3619,345.3961,369.0342,18.9968,19.9100,49.2687,710.2271,6.9370,69.3703,0.0694
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2033,34.0000,11.0710,369.0342,391.9632,20.2969,20.4500,51.8179,740.1674,7.0008,70.0084,0.0700
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2034,34.0000,11.7589,391.9632,414.2043,21.5580,21.0000,54.3169,770.1077,7.0532,70.5315,0.0705
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2035,34.0000,12.4261,414.2043,435.7782,22.7812,21.5500,56.7574,800.0479,7.0942,70.9425,0.0709
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2036,34.0000,13.0733,435.7782,456.7048,23.9678,22.0900,59.1311,829.9882,7.1243,71.2434,0.0712
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2037,34.0000,13.7011,456.7048,477.0037,25.1188,22.6400,61.4599,859.9285,7.1471,71.4710,0.0715
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2038,24.0000,14.3101,477.0037,486.6936,26.2352,23.1800,63.7253,889.8688,7.1612,71.6120,0.0716
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2039,24.0000,14.6008,486.6936,496.0928,26.7681,23.7300,65.0990,919.8091,7.0774,70.7744,0.0708
Build,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2040,24.0000,14.8828,496.0928,505.2100,27.2851,24.2700,66.4379,949.7493,6.9953,69.9531,0.0700
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2026,23.0000,6.5799,219.3307,235.7508,11.0543,16.6400,34.2742,554.0693,6.1859,61.8590,0.0619
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2027,23.0000,7.0725,235.7508,251.6782,11.8818,17.1800,36.1344,578.1386,6.2501,62.5012,0.0625
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2028,30.0000,7.5503,251.6782,274.1279,12.6846,17.7300,37.9649,602.2079,6.3043,63.0429,0.0630
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2029,30.0000,8.2238,274.1279,295.9041,15.0770,18.2700,41.5709,626.2772,6.6378,66.3777,0.0664
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2030,34.0000,8.8771,295.9041,321.0269,16.2747,18.8200,43.9718,650.3465,6.7613,67.6129,0.0676
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2031,34.0000,9.6308,321.0269,345.3961,17.6565,19.3600,46.6473,680.2868,6.8570,68.5700,0.0686
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2032,34.0000,10.3619,345.3961,369.0342,18.9968,19.9100,49.2687,710.2271,6.9370,69.3703,0.0694
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2033,34.0000,11.0710,369.0342,391.9632,20.2969,20.4500,51.8179,740.1674,7.0008,70.0084,0.0700
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2034,34.0000,11.7589,391.9632,414.2043,21.5580,21.0000,54.3169,770.1077,7.0532,70.5315,0.0705
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2035,34.0000,12.4261,414.2043,435.7782,22.7812,21.5500,56.7574,800.0479,7.0942,70.9425,0.0709
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2036,34.0000,13.0733,435.7782,456.7048,23.9678,22.0900,59.1311,829.9882,7.1243,71.2434,0.0712
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2037,34.0000,13.7011,456.7048,477.0037,25.1188,22.6400,61.4599,859.9285,7.1471,71.4710,0.0715
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2038,24.0000,14.3101,477.0037,486.6936,26.2352,23.1800,63.7253,889.8688,7.1612,71.6120,0.0716
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2039,24.0000,14.6008,486.6936,496.0928,26.7681,23.7300,65.0990,919.8091,7.0774,70.7744,0.0708
Build,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2040,24.0000,14.8828,496.0928,505.2100,27.2851,24.2700,66.4379,949.7493,6.9953,69.9531,0.0700
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2026,23.0000,6.5799,219.3307,235.7508,11.0543,16.6400,34.2742,554.0693,6.1859,61.8590,0.0619
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2027,23.0000,7.0725,235.7508,251.6782,11.8818,17.1800,36.1344,578.1386,6.2501,62.5012,0.0625
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2028,30.0000,7.5503,251.6782,274.1279,12.6846,17.7300,37.9649,602.2079,6.3043,63.0429,0.0630
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2029,30.0000,8.2238,274.1279,295.9041,15.0770,18.2700,41.5709,626.2772,6.6378,66.3777,0.0664
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2030,34.0000,8.8771,295.9041,321.0269,16.2747,18.8200,43.9718,650.3465,6.7613,67.6129,0.0676
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2031,34.0000,9.6308,321.0269,345.3961,17.6565,19.3600,46.6473,680.2868,6.8570,68.5700,0.0686
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2032,34.0000,10.3619,345.3961,369.0342,18.9968,19.9100,49.2687,710.2271,6.9370,69.3703,0.0694
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2033,34.0000,11.0710,369.0342,391.9632,20.2969,20.4500,51.8179,740.1674,7.0008,70.0084,0.0700
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2034,34.0000,11.7589,391.9632,414.2043,21.5580,21.0000,54.3169,770.1077,7.0532,70.5315,0.0705
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2035,34.0000,12.4261,414.2043,435.7782,22.7812,21.5500,56.7574,800.0479,7.0942,70.9425,0.0709
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2036,34.0000,13.0733,435.7782,456.7048,23.9678,22.0900,59.1311,829.9882,7.1243,71.2434,0.0712
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2037,34.0000,13.7011,456.7048,477.0037,25.1188,22.6400,61.4599,859.9285,7.1471,71.4710,0.0715
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2038,24.0000,14.3101,477.0037,486.6936,26.2352,23.1800,63.7253,889.8688,7.1612,71.6120,0.0716
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2039,24.0000,14.6008,486.6936,496.0928,26.7681,23.7300,65.0990,919.8091,7.0774,70.7744,0.0708
Build,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2040,24.0000,14.8828,496.0928,505.2100,27.2851,24.2700,66.4379,949.7493,6.9953,69.9531,0.0700
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2026,23.0000,6.5799,219.3307,235.7508,11.0543,16.6400,34.2742,554.0693,6.1859,61.8590,0.0619
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2027,23.0000,7.0725,235.7508,251.6782,11.8818,17.1800,36.1344,578.1386,6.2501,62.5012,0.0625
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2028,30.0000,7.5503,251.6782,274.1279,12.6846,17.7300,37.9649,602.2079,6.3043,63.0429,0.0630
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2029,30.0000,8.2238,274.1279,295.9041,15.0770,18.2700,41.5709,626.2772,6.6378,66.3777,0.0664
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2030,34.0000,8.8771,295.9041,321.0269,16.2747,18.8200,43.9718,650.3465,6.7613,67.6129,0.0676
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2031,34.0000,9.6308,321.0269,345.3961,17.6565,19.3600,46.6473,680.2868,6.8570,68.5700,0.0686
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2032,34.0000,10.3619,345.3961,369.0342,18.9968,19.9100,49.2687,710.2271,6.9370,69.3703,0.0694
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2033,34.0000,11.0710,369.0342,391.9632,20.2969,20.4500,51.8179,740.1674,7.0008,70.0084,0.0700
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2034,34.0000,11.7589,391.9632,414.2043,21.5580,21.0000,54.3169,770.1077,7.0532,70.5315,0.0705
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2035,34.0000,12.4261,414.2043,435.7782,22.7812,21.5500,56.7574,800.0479,7.0942,70.9425,0.0709
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2036,34.0000,13.0733,435.7782,456.7048,23.9678,22.0900,59.1311,829.9882,7.1243,71.2434,0.0712
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2037,34.0000,13.7011,456.7048,477.0037,25.1188,22.6400,61.4599,859.9285,7.1471,71.4710,0.0715
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2038,24.0000,14.3101,477.0037,486.6936,26.2352,23.1800,63.7253,889.8688,7.1612,71.6120,0.0716
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2039,24.0000,14.6008,486.6936,496.0928,26.7681,23.7300,65.0990,919.8091,7.0774,70.7744,0.0708
Build,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2040,24.0000,14.8828,496.0928,505.2100,27.2851,24.2700,66.4379,949.7493,6.9953,69.9531,0.0700
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2026,23.0000,6.5799,219.3307,235.7508,11.0543,16.6400,34.2742,554.0693,6.1859,61.8590,0.0619
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2027,23.0000,7.0725,235.7508,251.6782,11.8818,17.1800,36.1344,578.1386,6.2501,62.5012,0.0625
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2028,30.0000,7.5503,251.6782,274.1279,12.6846,17.7300,37.9649,602.2079,6.3043,63.0429,0.0630
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2029,30.0000,8.2238,274.1279,295.9041,15.0770,18.2700,41.5709,626.2772,6.6378,66.3777,0.0664
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2030,34.0000,8.8771,295.9041,321.0269,16.2747,18.8200,43.9718,650.3465,6.7613,67.6129,0.0676
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2031,34.0000,9.6308,321.0269,345.3961,17.6565,19.3600,46.6473,680.2868,6.8570,68.5700,0.0686
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2032,34.0000,10.3619,345.3961,369.0342,18.9968,19.9100,49.2687,710.2271,6.9370,69.3703,0.0694
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2033,34.0000,11.0710,369.0342,391.9632,20.2969,20.4500,51.8179,740.1674,7.0008,70.0084,0.0700
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2034,34.0000,11.7589,391.9632,414.2043,21.5580,21.0000,54.3169,770.1077,7.0532,70.5315,0.0705
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2035,34.0000,12.4261,414.2043,435.7782,22.7812,21.5500,56.7574,800.0479,7.0942,70.9425,0.0709
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2036,34.0000,13.0733,435.7782,456.7048,23.9678,22.0900,59.1311,829.9882,7.1243,71.2434,0.0712
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2037,34.0000,13.7011,456.7048,477.0037,25.1188,22.6400,61.4599,859.9285,7.1471,71.4710,0.0715
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2038,24.0000,14.3101,477.0037,486.6936,26.2352,23.1800,63.7253,889.8688,7.1612,71.6120,0.0716
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2039,24.0000,14.6008,486.6936,496.0928,26.7681,23.7300,65.0990,919.8091,7.0774,70.7744,0.0708
Build,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2040,24.0000,14.8828,496.0928,505.2100,27.2851,24.2700,66.4379,949.7493,6.9953,69.9531,0.0700
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2026,23.0000,6.5799,219.3307,235.7508,11.0543,16.6400,34.2742,554.0693,6.1859,61.8590,0.0619
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2027,23.0000,7.0725,235.7508,251.6782,11.8818,17.1800,36.1344,578.1386,6.2501,62.5012,0.0625
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2028,30.0000,7.5503,251.6782,274.1279,12.6846,17.7300,37.9649,602.2079,6.3043,63.0429,0.0630
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2029,30.0000,8.2238,274.1279,295.9041,15.0770,18.2700,41.5709,626.2772,6.6378,66.3777,0.0664
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2030,34.0000,8.8771,295.9041,321.0269,16.2747,18.8200,43.9718,650.3465,6.7613,67.6129,0.0676
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2031,34.0000,9.6308,321.0269,345.3961,17.6565,19.3600,46.6473,680.2868,6.8570,68.5700,0.0686
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2032,34.0000,10.3619,345.3961,369.0342,18.9968,19.9100,49.2687,710.2271,6.9370,69.3703,0.0694
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2033,34.0000,11.0710,369.0342,391.9632,20.2969,20.4500,51.8179,740.1674,7.0008,70.0084,0.0700
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2034,34.0000,11.7589,391.9632,414.2043,21.5580,21.0000,54.3169,770.1077,7.0532,70.5315,0.0705
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2035,34.0000,12.4261,414.2043,435.7782,22.7812,21.5500,56.7574,800.0479,7.0942,70.9425,0.0709
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2036,34.0000,13.0733,435.7782,456.7048,23.9678,22.0900,59.1311,829.9882,7.1243,71.2434,0.0712
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2037,34.0000,13.7011,456.7048,477.0037,25.1188,22.6400,61.4599,859.9285,7.1471,71.4710,0.0715
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2038,24.0000,14.3101,477.0037,486.6936,26.2352,23.1800,63.7253,889.8688,7.1612,71.6120,0.0716
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2039,24.0000,14.6008,486.6936,496.0928,26.7681,23.7300,65.0990,919.8091,7.0774,70.7744,0.0708
Build,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2040,24.0000,14.8828,496.0928,505.2100,27.2851,24.2700,66.4379,949.7493,6.9953,69.9531,0.0700
85%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
85%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
85%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
85%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2026,22.7120,6.5799,219.3307,235.4627,11.0543,16.6400,34.2742,552.4404,6.2041,62.0414,0.0620
85%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2027,22.7120,7.0639,235.4627,251.1108,11.8673,17.1800,36.1112,574.8809,6.2815,62.8151,0.0628
85%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2028,29.6243,7.5333,251.1108,273.2018,12.6560,17.7300,37.9193,597.3213,6.3482,63.4823,0.0635
85%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2029,29.6243,8.1961,273.2018,294.6300,15.0261,18.2700,41.4922,619.7617,6.6949,66.9486,0.0669
