,,2020,2020,2020,2025,2025,2025,2030,2030,2030,2035,2035,2035,2040,2040,2040,2045,2045,2045,2050,2050,2050
,,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice
LU,van,0.000682,0.003636,0.995682,0.004091,0.021818,0.974091,0.007500,0.040000,0.952500,0.103750,0.170000,0.726250,0.200000,0.300000,0.500000,0.300000,0.450000,0.250000,0.400000,0.600000,0.000000
LU,bus,0.000682,0.003636,0.995682,0.004091,0.021818,0.974091,0.007500,0.040000,0.952500,0.103750,0.170000,0.726250,0.200000,0.300000,0.500000,0.300000,0.450000,0.250000,0.400000,0.600000,0.000000
LV,passenger,0.000274,0.000000,0.999726,0.000272,0.000000,0.999728,0.000270,0.000000,0.999730,0.000270,0.000000,0.999730,0.000270,0.000000,0.999730,0.000270,0.000000,0.999730,0.000270,0.000000,0.999730
LV,truck,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000
LV,van,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000
LV,bus,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000
MT,passenger,0.015879,0.000000,0.984121,0.085439,0.000000,0.914561,0.155000,0.000000,0.845000,0.321500,0.000000,0.678500,0.488000,0.000000,0.512000,0.636100,0.000000,0.363900,0.784200,0.000000,0.215800
MT,truck,0.001455,0.000000,0.998545,0.008727,0.000000,0.991273,0.016000,0.000000,0.984000,0.023500,0.000000,0.976500,0.031000,0.000000,0.969000,0.031000,0.000000,0.969000,0.031000,0.000000,0.969000
MT,van,0.001455,0.000000,0.998545,0.008727,0.000000,0.991273,0.016000,0.000000,0.984000,0.023500,0.000000,0.976500,0.031000,0.000000,0.969000,0.031000,0.000000,0.969000,0.031000,0.000000,0.969000
MT,bus,0.001455,0.000000,0.998545,0.008727,0.000000,0.991273,0.016000,0.000000,0.984000,0.023500,0.000000,0.976500,0.031000,0.000000,0.969000,0.031000,0.000000,0.969000,0.031000,0.000000,0.969000
NL,passenger,0.039215,0.000818,0.959967,0.157107,0.004909,0.837983,0.275000,0.009000,0.716000,0.508500,0.006000,0.485500,0.742000,0.003000,0.255000,0.871000,0.001500,0.127500,1.000000,0.000000,0.000000
NL,truck,0.018283,0.001727,0.979990,0.104641,0.010364,0.884995,0.191000,0.019000,0.790000,0.484000,0.036500,0.479500,0.777000,0.054000,0.169000,0.782500,0.069500,0.148000,0.788000,0.085000,0.127000
NL,van,0.018283,0.001727,0.979990,0.104641,0.010364,0.884995,0.191000,0.019000,0.790000,0.484000,0.036500,0.479500,0.777000,0.054000,0.169000,0.782500,0.069500,0.148000,0.788000,0.085000,0.127000
